NAME,NORTH,EAST,ELEVATION,TIMESTAMP
"5619","203088.486051","154250.143089","58.546153",2019-11-20T17:13:22
"5620","203055.797128","154249.675656","58.029485",2019-11-20T17:13:24
"5621","202990.225132","154249.921915","58.513237",2019-11-20T17:13:26
"5622","202957.298151","154249.388036","58.524955",2019-11-20T17:13:27
"5623","202891.434469","154248.629942","58.599524",2019-11-20T17:13:29
"5624","202858.513298","154248.601917","58.627241",2019-11-20T17:13:30
"5625","202792.682769","154248.819866","58.682019",2019-11-20T17:13:32
"5626","202726.883240","154249.516601","58.766994",2019-11-20T17:13:34
"5627","202693.963713","154249.882982","58.845665",2019-11-20T17:13:34
"5628","202661.053970","154250.136978","58.931152",2019-11-20T17:13:36
"5629","202595.255685","154250.691115","59.263580",2019-11-20T17:13:37
"5630","202562.382789","154251.131921","59.500364",2019-11-20T17:13:39
"5631","202496.660354","154251.909903","59.949265",2019-11-20T17:13:40
"5632","202463.799466","154252.111169","60.137223",2019-11-20T17:13:41
"5633","202430.916629","154252.061154","60.418480",2019-11-20T17:13:43
"5634","202398.016818","154251.832532","60.653549",2019-11-20T17:13:44
"5635","202332.270602","154251.937221","61.246393",2019-11-20T17:13:46
"5636","202266.538703","154252.658607","61.675031",2019-11-20T17:13:48
"5637","202233.617483","154252.819864","61.929741",2019-11-20T17:13:49
"5638","202167.761090","154253.375511","62.404569",2019-11-20T17:13:51
"5639","202101.873780","154253.977976","62.881190",2019-11-20T17:13:53
"5640","202036.007417","154254.832634","63.330154",2019-11-20T17:13:54
"5641","202003.065255","154255.172819","63.605234",2019-11-20T17:13:56
"5642","201970.143042","154255.535968","63.879663",2019-11-20T17:13:57
"5643","201904.288216","154257.020169","64.425343",2019-11-20T17:13:58
"5644","201871.391833","154258.072866","64.691094",2019-11-20T17:14:00
"5645","201805.665531","154258.585176","65.268580",2019-11-20T17:14:02
"5646","201739.982742","154258.892893","65.676062",2019-11-20T17:14:04
"5647","201707.110224","154259.427700","65.848044",2019-11-20T17:14:05
"5648","201641.245519","154260.729216","66.166664",2019-11-20T17:14:07
"5649","201608.287399","154261.220085","66.272958",2019-11-20T17:14:08
"5650","201542.277901","154262.015324","66.414212",2019-11-20T17:14:10
"5651","201476.257390","154262.811074","66.411296",2019-11-20T17:14:12
"5652","201410.238028","154263.563314","66.282889",2019-11-20T17:14:13
"5653","201377.207462","154263.998322","66.121096",2019-11-20T17:14:15
"5654","201311.126741","154264.784208","65.971734",2019-11-20T17:14:17
"5655","201245.118237","154265.548278","65.811752",2019-11-20T17:14:18
"5656","201212.194194","154266.069311","65.618578",2019-11-20T17:14:20
"5657","201146.355414","154267.034527","65.471005",2019-11-20T17:14:21
"5658","201113.409808","154267.545590","65.374944",2019-11-20T17:14:22
"5659","201047.437631","154268.556276","65.177558",2019-11-20T17:14:24
"5660","201014.443015","154269.055617","65.070360",2019-11-20T17:14:25
"5661","200948.487009","154270.273793","64.818087",2019-11-20T17:14:27
"5662","200915.550236","154271.211012","64.717838",2019-11-20T17:14:28
"5663","200849.730970","154273.606596","64.501564",2019-11-20T17:14:30
"5664","200816.834227","154274.934651","64.399201",2019-11-20T17:14:32
"5665","200751.119333","154278.234921","64.311920",2019-11-20T17:14:33
"5666","200685.400630","154282.492024","64.192553",2019-11-20T17:14:35
"5667","200652.533128","154284.930669","64.134146",2019-11-20T17:14:36
"5668","200586.839644","154290.467308","64.047181",2019-11-20T17:14:39
"5669","200521.298896","154296.874940","64.025351",2019-11-20T17:14:40
"5670","200488.549854","154300.361632","64.004701",2019-11-20T17:14:42
"5671","200423.778801","154307.749804","64.004469",2019-11-20T17:14:43
"5672","200361.092905","154315.978179","64.059484",2019-11-20T17:14:45
"5673","200330.454096","154320.217236","64.091634",2019-11-20T17:14:46
"5674","200270.022677","154329.264084","64.182044",2019-11-20T17:14:49
"5675","200210.473944","154338.754056","64.309852",2019-11-20T17:14:50
"5676","200180.946645","154343.798453","64.390392",2019-11-20T17:14:51
"5677","200151.546890","154349.001259","64.426858",2019-11-20T17:14:53
"5678","200093.037272","154359.901812","64.607894",2019-11-20T17:14:54
"5679","200035.395843","154371.278742","64.783631",2019-11-20T17:14:57
"5680","199978.674262","154383.113819","65.022642",2019-11-20T17:14:58
"5681","199950.753016","154389.219290","65.129088",2019-11-20T17:14:59
"5682","199895.223450","154401.871198","65.388171",2019-11-20T17:15:01
"5683","199867.584971","154408.344733","65.525697",2019-11-20T17:15:02
"5684","199840.063683","154415.022677","65.662310",2019-11-20T17:15:03
"5685","199812.643099","154421.825092","65.786289",2019-11-20T17:15:05
"5686","199758.297007","154435.799702","66.090092",2019-11-20T17:15:06
"5687","199704.630859","154450.070052","66.418174",2019-11-20T17:15:09
"5688","199651.511200","154464.750448","66.750510",2019-11-20T17:15:10
"5689","199624.911514","154472.286035","66.940754",2019-11-20T17:15:11
"5690","199598.217561","154479.973799","67.121063",2019-11-20T17:15:12
"5691","199543.820474","154495.849373","67.545314",2019-11-20T17:15:14
"5692","199516.313262","154504.087056","67.736942",2019-11-20T17:15:15
"5693","199488.677988","154512.472674","67.963633",2019-11-20T17:15:16
"5694","199461.024538","154520.827996","68.202875",2019-11-20T17:15:18
"5695","199405.726956","154537.513964","68.660868",2019-11-20T17:15:19
"5696","199378.070918","154545.742064","68.838028",2019-11-20T17:15:21
"5697","199322.951810","154562.219149","69.284280",2019-11-20T17:15:22
"5698","199295.723147","154570.399278","69.513531",2019-11-20T17:15:23
"5699","199241.398443","154586.380607","69.698553",2019-11-20T17:15:25
"5700","199214.103705","154594.595501","69.965696",2019-11-20T17:15:27
"5701","199160.409025","154610.991052","70.560241",2019-11-20T17:15:28
"5702","199134.123757","154618.497544","71.671515",2019-11-20T17:15:30
"5703","199108.156028","154626.432547","71.322858",2019-11-20T17:15:31
"5704","199056.166018","154643.163595","71.561183",2019-11-20T17:15:33
"5705","199029.478310","154651.163595","71.794920",2019-11-20T17:15:34
"5706","199002.518166","154659.143641","72.022320",2019-11-20T17:15:35
"5707","198975.343295","154667.302360","72.231478",2019-11-20T17:15:36
"5708","198920.319819","154684.155382","72.674153",2019-11-20T17:15:38
"5709","198863.816924","154701.392494","73.158492",2019-11-20T17:15:39
"5710","198835.000500","154710.151639","73.403509",2019-11-20T17:15:41
"5711","198805.816113","154718.994366","73.659765",2019-11-20T17:15:42
"5712","198746.500190","154736.859459","74.138063",2019-11-20T17:15:44
"5713","198686.647045","154755.025333","74.623874",2019-11-20T17:15:45
"5714","198626.066214","154773.512866","75.119734",2019-11-20T17:15:47
"5715","198595.491664","154782.801828","75.280825",2019-11-20T17:15:49
"5716","198533.843159","154801.454732","75.481681",2019-11-20T17:15:51
"5717","198503.029648","154810.799070","75.490364",2019-11-20T17:15:52
"5718","198472.250608","154820.125885","75.471403",2019-11-20T17:15:53
"5719","198410.668799","154838.716113","75.233330",2019-11-20T17:15:54
"5720","198379.832651","154848.025049","75.035597",2019-11-20T17:15:55
"5721","198348.946013","154857.385197","74.795373",2019-11-20T17:15:57
"5722","198286.755631","154875.765508","74.139058",2019-11-20T17:15:58
"5723","198223.652336","154894.884837","73.254373",2019-11-20T17:16:00
"5724","198159.551140","154913.927714","73.068516",2019-11-20T17:16:02
"5725","198126.737590","154922.767531","71.529878",2019-11-20T17:16:04
"5726","198061.090663","154941.287291","70.032640",2019-11-20T17:16:06
"5727","197995.234385","154960.662329","68.312883",2019-11-20T17:16:08
"5728","197929.706680","154980.376823","66.522823",2019-11-20T17:16:09
"5729","197897.385436","154990.227687","65.645419",2019-11-20T17:16:10
"5730","197865.328142","155000.059110","64.793347",2019-11-20T17:16:12
"5731","197801.958871","155019.450979","63.058044",2019-11-20T17:16:14
"5732","197770.498643","155029.086532","62.219676",2019-11-20T17:16:15
"5733","197739.222254","155038.705130","61.443198",2019-11-20T17:16:16
"5734","197677.306895","155057.675031","60.096298",2019-11-20T17:16:17
"5735","197646.374528","155066.950860","59.517501",2019-11-20T17:16:18
"5736","197584.687757","155085.400018","58.588516",2019-11-20T17:16:21
"5737","197523.032279","155103.564624","57.948203",2019-11-20T17:16:22
"5738","197492.178166","155112.550479","57.731476",2019-11-20T17:16:23
"5739","197461.337430","155121.517167","57.540475",2019-11-20T17:16:24
"5740","197430.499801","155130.442262","57.442068",2019-11-20T17:16:26
"5741","197368.694537","155147.803924","57.438879",2019-11-20T17:16:27
"5742","197306.668131","155164.434957","57.492953",2019-11-20T17:16:29
"5743","197244.174922","155179.856395","57.505787",2019-11-20T17:16:31
"5744","197212.796046","155187.100904","57.533876",2019-11-20T17:16:32
"5745","197181.328090","155193.963000","57.557606",2019-11-20T17:16:34
"5746","197118.091909","155206.297026","57.708772",2019-11-20T17:16:35
"5747","197086.356601","155211.878512","57.613539",2019-11-20T17:16:36
"5748","197022.612824","155221.860394","57.504018",2019-11-20T17:16:38
"5749","196990.794335","155225.888164","57.462314",2019-11-20T17:16:39
"5750","196959.412772","155229.545021","57.422009",2019-11-20T17:16:40
"5751","196897.329783","155236.021888","57.470593",2019-11-20T17:16:42
"5752","196865.986849","155238.501714","57.517837",2019-11-20T17:16:44
"5753","196834.493552","155240.603374","57.517597",2019-11-20T17:16:45
"5754","196771.486811","155243.652888","57.541721",2019-11-20T17:16:46
"5755","196739.894208","155244.738425","57.525441",2019-11-20T17:16:48
"5756","196708.247196","155245.560151","57.545305",2019-11-20T17:16:49
"5757","196644.841217","155246.425509","57.512310",2019-11-20T17:16:51
"5758","196581.412714","155246.882548","57.596834",2019-11-20T17:16:53
"5759","196518.051362","155246.934859","57.583760",2019-11-20T17:16:54
"5760","196486.087249","155246.471128","57.640420",2019-11-20T17:16:56
"5761","196453.845578","155245.977240","57.644857",2019-11-20T17:16:57
"5762","196389.051200","155245.119072","57.654678",2019-11-20T17:16:59
"5763","196324.356755","155244.169987","57.663437",2019-11-20T17:17:00
"5764","196292.087137","155243.853096","57.823968",2019-11-20T17:17:02
"5765","196227.655400","155243.473018","57.917785",2019-11-20T17:17:04
"5766","196163.189883","155242.106506","58.058371",2019-11-20T17:17:06
"5767","196098.712686","155241.243747","58.058288",2019-11-20T17:17:08
"5768","196034.268349","155241.558216","58.081369",2019-11-20T17:17:09
"5769","196002.038513","155241.861422","58.055834",2019-11-20T17:17:11
"5770","195937.504426","155243.492192","57.785365",2019-11-20T17:17:12
"5771","195905.197405","155244.860535","57.573070",2019-11-20T17:17:14
"5772","195840.961400","155249.101260","57.028010",2019-11-20T17:17:16
"5773","195777.330853","155255.080785","56.230708",2019-11-20T17:17:17
"5774","195712.762826","155260.378763","55.284083",2019-11-20T17:17:20
"5775","195647.981567","155265.960877","54.150879",2019-11-20T17:17:21
"5776","195615.656915","155269.040667","53.508832",2019-11-20T17:17:23
"5777","195551.139120","155275.757584","52.296819",2019-11-20T17:17:25
"5778","195486.980751","155283.550615","51.454197",2019-11-20T17:17:26
"5779","195455.084723","155287.856130","51.205122",2019-11-20T17:17:28
"5780","195391.453220","155296.701040","51.017910",2019-11-20T17:17:30
"5781","195327.963077","155305.868558","50.976753",2019-11-20T17:17:32
"5782","195264.618024","155316.356811","50.951654",2019-11-20T17:17:34
"5783","195201.395231","155327.824530","50.936543",2019-11-20T17:17:36
"5784","195138.168074","155339.872925","50.828713",2019-11-20T17:17:38
"5785","195074.936527","155352.550816","50.933321",2019-11-20T17:17:40
"5786","195043.409270","155359.267354","50.914994",2019-11-20T17:17:41
"5787","195011.903744","155366.164424","50.909121",2019-11-20T17:17:42
"5788","194980.439741","155373.316354","50.901872",2019-11-20T17:17:43
"5789","194917.741643","155388.685866","50.893742",2019-11-20T17:17:45
"5790","194886.468489","155396.637932","50.855994",2019-11-20T17:17:46
"5791","194823.958066","155412.522238","50.819769",2019-11-20T17:17:47
"5792","194792.744534","155420.612744","50.834706",2019-11-20T17:17:49
"5793","194761.673664","155429.164358","50.796908",2019-11-20T17:17:50
"5794","194699.776011","155447.015211","50.781776",2019-11-20T17:17:52
"5795","194637.998772","155465.444172","50.778905",2019-11-20T17:17:53
"5796","194607.106473","155474.886036","50.707306",2019-11-20T17:17:55
"5797","194576.232051","155484.512783","50.707860",2019-11-20T17:17:56
"5798","194514.547668","155503.853500","50.673247",2019-11-20T17:17:57
"5799","194483.765559","155513.564270","50.671808",2019-11-20T17:17:59
"5800","194422.390758","155533.367102","50.655722",2019-11-20T17:18:01
"5801","194391.823535","155543.445834","50.656591",2019-11-20T17:18:02
"5802","194330.660007","155563.722944","50.615291",2019-11-20T17:18:04
"5803","194269.495149","155584.306057","50.546652",2019-11-20T17:18:06
"5804","194208.440983","155605.168857","50.569772",2019-11-20T17:18:08
"5805","194177.973421","155615.742388","50.543290",2019-11-20T17:18:08
"5806","194147.505453","155626.391642","50.422835",2019-11-20T17:18:10
"5807","194086.420406","155647.184279","50.335653",2019-11-20T17:18:12
"5808","193964.303521","155688.647161","50.265282",2019-11-20T17:18:15
"5809","193933.838942","155699.362210","50.237553",2019-11-20T17:18:16
"5810","193903.235824","155710.060138","50.224932",2019-11-20T17:18:18
"5811","193872.715573","155720.629318","50.201902",2019-11-20T17:18:19
"5812","193811.732978","155741.686982","50.184251",2019-11-20T17:18:20
"5813","193781.251729","155752.238171","50.133652",2019-11-20T17:18:22
"5814","193720.255690","155773.057211","50.194984",2019-11-20T17:18:23
"5815","193689.717537","155783.292034","50.245635",2019-11-20T17:18:25
"5816","193628.282575","155803.178881","50.637066",2019-11-20T17:18:26
"5817","193566.330857","155822.163630","50.522815",2019-11-20T17:18:28
"5818","193505.726044","155839.499294","49.688125",2019-11-20T17:18:31
"5819","193476.502274","155847.090295","50.660858",2019-11-20T17:18:32
"5820","193417.635577","155860.096581","50.820184",2019-11-20T17:18:34
"5821","193388.683459","155865.863425","50.923434",2019-11-20T17:18:35
"5822","193330.526371","155875.440110","51.183777",2019-11-20T17:18:36
"5823","193301.321227","155879.327544","51.380417",2019-11-20T17:18:38
"5824","193272.282694","155882.801787","51.512889",2019-11-20T17:18:39
"5825","193243.349518","155885.907128","51.642969",2019-11-20T17:18:40
"5826","193185.310213","155890.874190","51.979059",2019-11-20T17:18:41
"5827","193156.066191","155892.931192","52.101703",2019-11-20T17:18:43
"5828","193096.875374","155896.147438","52.453876",2019-11-20T17:18:45
"5829","193036.839431","155898.260592","52.789125",2019-11-20T17:18:46
"5830","193006.541386","155899.263344","52.961221",2019-11-20T17:18:47
"5831","192668.093126","155906.350928","57.014182",2019-11-20T17:18:58
"5832","192635.465895","155904.808226","56.979420",2019-11-20T17:19:00
"5833","192603.070291","155902.883553","57.141482",2019-11-20T17:19:01
"5834","192538.345620","155897.538240","57.770356",2019-11-20T17:19:02
"5835","192441.431108","155884.467555","58.901604",2019-11-20T17:19:05
"5836","192409.372923","155878.947309","59.110129",2019-11-20T17:19:06
"5837","192377.543449","155872.336208","56.643890",2019-11-20T17:19:08
"5838","192346.149864","155865.328468","57.032299",2019-11-20T17:19:09
"5839","192284.768382","155850.362409","57.138387",2019-11-20T17:19:10
"5840","192254.780305","155842.017138","57.297431",2019-11-20T17:19:12
"5841","192195.030175","155823.859248","57.655281",2019-11-20T17:19:13
"5842","192165.241622","155814.158202","57.818622",2019-11-20T17:19:14
"5843","192135.522332","155804.013686","58.018709",2019-11-20T17:19:15
"5844","192105.862243","155793.483993","58.241141",2019-11-20T17:19:16
"5845","192076.202721","155782.711886","58.390669",2019-11-20T17:19:17
"5846","192046.567609","155771.766617","58.628984",2019-11-20T17:19:19
"5847","191987.527543","155749.373762","59.005327",2019-11-20T17:19:20
"5848","191958.080464","155737.894092","59.246010",2019-11-20T17:19:22
"5849","191898.880375","155715.095174","59.741289",2019-11-20T17:19:23
"5850","191869.099413","155703.744160","60.026685",2019-11-20T17:19:25
"5851","191809.388658","155681.069610","60.431759",2019-11-20T17:19:26
"5852","191779.188629","155669.640861","60.406179",2019-11-20T17:19:28
"5853","191718.317343","155647.266202","60.340693",2019-11-20T17:19:29
"5854","191656.875468","155626.376807","60.080668",2019-11-20T17:19:31
"5855","191626.140509","155616.013825","59.964249",2019-11-20T17:19:32
"5856","191564.477491","155595.910251","59.657701",2019-11-20T17:19:34
"5857","191533.425679","155586.581825","59.530909",2019-11-20T17:19:36
"5858","191502.267699","155577.707524","59.415455",2019-11-20T17:19:37
"5859","191439.719973","155561.119932","59.152170",2019-11-20T17:19:39
"5860","191408.411457","155553.172954","59.041886",2019-11-20T17:19:40
"5861","191345.623955","155538.112750","60.348473",2019-11-20T17:19:41
"5862","191282.571885","155524.321504","59.936497",2019-11-20T17:19:43
"5863","191250.726336","155518.233653","59.402296",2019-11-20T17:19:45
"5864","191187.358826","155507.128737","58.725236",2019-11-20T17:19:46
"5865","191156.058300","155501.890065","58.837914",2019-11-20T17:19:48
"5866","191095.204600","155492.451678","58.619130",2019-11-20T17:19:50
"5867","191065.169385","155488.512643","58.416012",2019-11-20T17:19:51
"5868","191008.208103","155482.140640","57.521778",2019-11-20T17:19:53
"5869","190953.043274","155476.770714","57.096310",2019-11-20T17:19:55
"5870","190898.833877","155471.981655","56.994516",2019-11-20T17:19:56
"5871","190871.956419","155469.995800","56.949244",2019-11-20T17:19:57
"5872","190845.097886","155468.398720","56.675349",2019-11-20T17:19:59
"5873","190791.218468","155466.032032","56.117778",2019-11-20T17:20:01
"5874","190764.290597","155464.987757","56.013594",2019-11-20T17:20:02
"5875","190710.102962","155463.538641","55.911698",2019-11-20T17:20:04
"5876","190682.509466","155463.155465","55.907894",2019-11-20T17:20:05
"5877","190654.555943","155463.102131","55.920191",2019-11-20T17:20:06
"5878","190626.531899","155463.132720","55.916167",2019-11-20T17:20:07
"5879","190598.033062","155463.812239","55.793724",2019-11-20T17:20:08
"5880","190540.228397","155465.829273","55.532685",2019-11-20T17:20:09
"5881","190481.466281","155469.157636","55.278476",2019-11-20T17:20:11
"5882","190451.761215","155471.295933","55.139544",2019-11-20T17:20:13
"5883","190421.847097","155473.670862","55.001581",2019-11-20T17:20:14
"5884","190361.414489","155479.299503","54.788232",2019-11-20T17:20:16
"5885","190331.079704","155482.549674","54.676690",2019-11-20T17:20:17
"5886","190270.594694","155489.946113","54.451633",2019-11-20T17:20:19
"5887","190240.330933","155494.061968","54.315081",2019-11-20T17:20:20
"5888","190210.205641","155498.656251","54.190465",2019-11-20T17:20:21
"5889","190150.379444","155508.799896","53.964417",2019-11-20T17:20:22
"5890","190120.735215","155514.102679","53.916128",2019-11-20T17:20:24
"5891","190062.534766","155525.531235","53.828596",2019-11-20T17:20:25
"5892","190033.992851","155531.608521","53.874739",2019-11-20T17:20:27
"5893","189977.920389","155544.159015","53.989161",2019-11-20T17:20:28
"5894","189923.436708","155557.724037","54.174509",2019-11-20T17:20:30
"5895","189896.640527","155564.789390","54.310220",2019-11-20T17:20:32
"5896","189869.760440","155572.330180","54.498488",2019-11-20T17:20:33
"5897","189842.675156","155580.464925","54.693481",2019-11-20T17:20:34
"5898","189787.504014","155598.686052","55.117514",2019-11-20T17:20:35
"5899","189759.240100","155608.167381","55.399250",2019-11-20T17:20:36
"5900","189730.454271","155617.712438","55.672776",2019-11-20T17:20:37
"5901","189701.243509","155627.570137","55.986652",2019-11-20T17:20:39
"5902","189641.692205","155648.444240","56.578231",2019-11-20T17:20:41
"5903","189611.443442","155659.649004","56.924132",2019-11-20T17:20:42
"5904","189580.876767","155671.118769","57.222702",2019-11-20T17:20:43
"5905","189550.034541","155682.686195","57.513963",2019-11-20T17:20:44
"5906","189488.373813","155706.176429","58.056729",2019-11-20T17:20:46
"5907","189426.565977","155730.125331","58.422084",2019-11-20T17:20:48
"5908","189364.618565","155754.246212","58.493472",2019-11-20T17:20:50
"5909","189302.688182","155778.473688","58.584349",2019-11-20T17:20:51
"5910","189240.841598","155802.489261","58.488674",2019-11-20T17:20:54
"5911","189209.770394","155814.303041","58.410032",2019-11-20T17:20:55
"5912","189146.880835","155837.240722","58.304339",2019-11-20T17:20:56
"5913","189115.342481","155848.819369","58.243772",2019-11-20T17:20:58
"5914","189052.978623","155872.819759","58.205228",2019-11-20T17:20:59
"5915","189022.026597","155884.908289","58.190212",2019-11-20T17:21:00
"5916","188991.224208","155896.966265","58.181054",2019-11-20T17:21:01
"5917","188930.565984","155920.754153","58.088499",2019-11-20T17:21:04
"5918","188870.794677","155944.338230","58.082463",2019-11-20T17:21:06
"5919","188841.127343","155956.155683","58.048473",2019-11-20T17:21:07
"5920","188811.637749","155968.055310","57.993607",2019-11-20T17:21:07
"5921","188782.286533","155979.984462","57.940573",2019-11-20T17:21:08
"5922","188723.571648","156003.959916","57.864119",2019-11-20T17:21:11
"5923","188664.914523","156028.651381","57.756788",2019-11-20T17:21:13
"5924","188635.814196","156041.183961","57.747644",2019-11-20T17:21:14
"5925","188578.007000","156066.815493","57.604276",2019-11-20T17:21:15
"5926","188549.354311","156079.958465","57.587048",2019-11-20T17:21:16
"5927","188520.835706","156093.121234","57.537437",2019-11-20T17:21:17
"5928","188464.341784","156119.748210","57.584366",2019-11-20T17:21:19
"5929","188436.416660","156133.317331","57.509950",2019-11-20T17:21:20
"5930","188408.752845","156147.016137","57.482887",2019-11-20T17:21:21
"5931","188381.312829","156160.786082","57.464252",2019-11-20T17:21:22
"5932","188354.048503","156174.671692","57.430879",2019-11-20T17:21:24
"5933","188299.834642","156203.042516","57.370542",2019-11-20T17:21:25
"5934","188272.774624","156217.312074","57.337376",2019-11-20T17:21:27
"5935","188218.530219","156246.183011","57.017566",2019-11-20T17:21:28
"5936","188164.606962","156276.394341","56.580542",2019-11-20T17:21:30
"5937","188137.490449","156291.513333","56.902313",2019-11-20T17:21:32
"5938","188083.420732","156321.774355","57.090760",2019-11-20T17:21:33
"5939","188056.154905","156337.350884","57.065578",2019-11-20T17:21:34
"5940","188028.624852","156353.195639","56.882187",2019-11-20T17:21:36
"5941","188000.740722","156369.178613","56.789202",2019-11-20T17:21:37
"5942","187944.573761","156401.319796","56.718090",2019-11-20T17:21:38
"5943","187916.422459","156417.240696","56.678228",2019-11-20T17:21:39
"5944","187888.168174","156432.931677","56.655718",2019-11-20T17:21:41
"5945","187831.518114","156463.966015","56.546055",2019-11-20T17:21:43
"5946","187774.594427","156494.463979","56.549869",2019-11-20T17:21:44
"5947","187745.934523","156509.311089","56.530626",2019-11-20T17:21:45
"5948","187717.104774","156523.879163","56.456665",2019-11-20T17:21:46
