NAME,NORTH,EAST,ELEVATION,TIMESTAMP
"9589","202237.3036","154256.8285","62.464085",2019-09-30T05:18:23
"9590","202203.5011","154257.531","62.709378",2019-09-30T05:18:24
"9591","202169.7495","154257.9137","62.943827",2019-09-30T05:18:25
"9592","202135.9611","154258.2438","63.212026",2019-09-30T05:18:26
"9593","202102.1776","154258.548","63.495216",2019-09-30T05:18:27
"9594","202068.4572","154258.8525","63.80092",2019-09-30T05:18:28
"9595","202034.8038","154259.0697","64.055497",2019-09-30T05:18:29
"9596","202001.1892","154259.2664","64.335909",2019-09-30T05:18:30
"9597","201967.5712","154259.4167","64.639628",2019-09-30T05:18:31
"9598","201933.8911","154259.5083","64.935251",2019-09-30T05:18:32
"9599","201900.1672","154259.5847","65.220545",2019-09-30T05:18:33
"9600","201866.4917","154259.5796","65.495693",2019-09-30T05:18:34
"9601","201832.8797","154259.5283","65.801806",2019-09-30T05:18:35
"9602","201799.2312","154259.5687","66.168998",2019-09-30T05:18:36
"9603","201765.5801","154259.6542","66.44698",2019-09-30T05:18:37
"9604","201731.8837","154259.7664","66.593271",2019-09-30T05:18:38
"9605","201698.2802","154260.1596","66.800096",2019-09-30T05:18:39
"9606","201664.6222","154260.6252","67.004495",2019-09-30T05:18:40
"9607","201630.9146","154260.9577","67.148305",2019-09-30T05:18:41
"9608","201597.1712","154261.334","67.253867",2019-09-30T05:18:42
"9609","201563.3605","154261.8203","67.313943",2019-09-30T05:18:43
"9610","201529.5161","154262.3934","67.307472",2019-09-30T05:18:44
"9611","201495.677","154262.8448","67.260239",2019-09-30T05:18:45
"9612","201461.8447","154263.0343","67.177443",2019-09-30T05:18:46
"9613","201428.0037","154262.8881","67.077783",2019-09-30T05:18:47
"9614","201394.2061","154262.6033","66.93327",2019-09-30T05:18:48
"9615","201360.3895","154262.3924","66.774306",2019-09-30T05:18:49
"9616","201326.5985","154262.2744","66.616325",2019-09-30T05:18:50
"9617","201292.8391","154262.2293","66.50469",2019-09-30T05:18:51
"9618","201259.1013","154262.2513","66.349242",2019-09-30T05:18:52
"9619","201225.393","154262.4715","66.174535",2019-09-30T05:18:53
"9620","201191.7041","154262.7514","66.057206",2019-09-30T05:18:54
"9621","201158.0034","154263.1023","66.046034",2019-09-30T05:18:55
"9622","201124.2598","154263.5766","66.02389",2019-09-30T05:18:56
"9623","201090.5042","154264.1655","65.937199",2019-09-30T05:18:57
"9624","201056.714","154264.7957","65.898184",2019-09-30T05:18:58
"9625","201022.9139","154265.4485","65.827882",2019-09-30T05:18:59
"9626","200989.1374","154266.2179","65.717901",2019-09-30T05:19:00
"9627","200955.3845","154267.1919","65.602608",2019-09-30T05:19:01
"9628","200921.6796","154268.28","65.482152",2019-09-30T05:19:02
"9629","200887.9793","154269.4542","65.363033",2019-09-30T05:19:03
"9630","200854.2563","154270.6545","65.253301",2019-09-30T05:19:04
"9631","200820.5336","154271.9148","65.12789",2019-09-30T05:19:05
"9632","200786.8532","154273.3426","65.060449",2019-09-30T05:19:06
"9633","200753.2368","154274.9932","64.975434",2019-09-30T05:19:07
"9634","200719.6146","154276.9212","64.935329",2019-09-30T05:19:08
"9635","200686.0203","154279.0698","64.926562",2019-09-30T05:19:09
"9636","200652.4379","154281.4481","64.832022",2019-09-30T05:19:10
"9637","200618.8819","154284.2218","64.811864",2019-09-30T05:19:11
"9638","200585.3554","154287.2941","64.754096",2019-09-30T05:19:12
"9639","200551.8501","154290.4963","64.719344",2019-09-30T05:19:13
"9640","200518.3361","154293.858","64.677929",2019-09-30T05:19:14
"9641","200484.856","154297.4132","64.656982",2019-09-30T05:19:15
"9642","200451.3962","154301.1614","64.618578",2019-09-30T05:19:16
"9643","200417.9461","154305.1068","64.619472",2019-09-30T05:19:17
"9644","200384.5267","154309.3439","64.616649",2019-09-30T05:19:18
"9645","200351.1194","154313.7986","64.62868",2019-09-30T05:19:19
"9646","200317.7188","154318.5095","64.662719",2019-09-30T05:19:20
"9647","200284.4091","154323.5389","64.728622",2019-09-30T05:19:21
"9648","200251.1449","154328.7502","64.7274",2019-09-30T05:19:22
"9649","200217.8831","154334.069","64.758066",2019-09-30T05:19:23
"9650","200184.586","154339.2224","64.866216",2019-09-30T05:19:24
"9651","200151.284","154344.2916","64.941905",2019-09-30T05:19:25
"9652","200117.9617","154349.3807","65.037888",2019-09-30T05:19:26
"9653","200084.7103","154354.8978","65.103386",2019-09-30T05:19:27
"9654","200051.6061","154361.1371","65.205428",2019-09-30T05:19:28
"9655","200018.5859","154367.7277","65.301173",2019-09-30T05:19:29
"9656","199985.6145","154374.5438","65.470814",2019-09-30T05:19:30
"9657","199952.7719","154381.6918","65.711739",2019-09-30T05:19:31
"9658","199920.0158","154389.0968","65.90911",2019-09-30T05:19:32
"9659","199887.3216","154396.7085","66.156539",2019-09-30T05:19:33
"9660","199854.6042","154404.4745","66.400907",2019-09-30T05:19:34
"9661","199821.9228","154412.4622","66.580446",2019-09-30T05:19:35
"9662","199789.2459","154420.7512","66.779577",2019-09-30T05:19:36
"9663","199756.5234","154429.3194","67.010436",2019-09-30T05:19:37
"9664","199723.9571","154438.4853","67.203171",2019-09-30T05:19:38
"9665","199691.6184","154448.347","67.41415",2019-09-30T05:19:39
"9666","199659.3544","154458.4344","67.636897",2019-09-30T05:19:40
"9667","199627.0324","154468.2071","67.883819",2019-09-30T05:19:41
"9668","199594.7207","154477.8512","68.108695",2019-09-30T05:19:42
"9669","199562.4524","154487.4972","68.339276",2019-09-30T05:19:43
"9670","199530.2072","154497.1737","68.5981",2019-09-30T05:19:44
"9671","199497.966","154506.9097","68.847245",2019-09-30T05:19:45
"9672","199465.7426","154516.6663","69.091977",2019-09-30T05:19:46
"9673","199433.5275","154526.3497","69.331284",2019-09-30T05:19:47
"9674","199401.3103","154536.0045","69.52626",2019-09-30T05:19:48
"9675","199369.0134","154545.5074","69.624677",2019-09-30T05:19:49
"9676","199336.644","154555.0122","69.774207",2019-09-30T05:19:50
"9677","199304.2751","154564.5149","69.99082",2019-09-30T05:19:51
"9678","199271.874","154574.141","70.212541",2019-09-30T05:19:52
"9679","199239.5707","154584.1097","70.502025",2019-09-30T05:19:53
"9680","199207.3005","154594.0109","70.655729",2019-09-30T05:19:54
"9681","199175.0908","154603.9164","70.9227",2019-09-30T05:19:55
"9682","199142.8605","154613.6741","71.183084",2019-09-30T05:19:56
"9683","199110.6349","154623.3562","71.559381",2019-09-30T05:19:57
"9684","199078.4615","154633.0575","71.842831",2019-09-30T05:19:58
"9685","199046.2875","154642.8214","72.15344",2019-09-30T05:19:59
"9686","199014.1892","154652.5902","72.495719",2019-09-30T05:20:00
"9687","198982.56","154662.1938","72.792956",2019-09-30T05:20:01
"9688","198951.4872","154671.5738","73.070751",2019-09-30T05:20:02
"9689","198920.9836","154680.7939","73.336726",2019-09-30T05:20:03
"9690","198891.0588","154689.8902","73.568954",2019-09-30T05:20:04
"9691","198861.363","154699.0424","73.820787",2019-09-30T05:20:05
"9692","198831.3975","154708.6181","74.068535",2019-09-30T05:20:06
"9693","198801.1257","154718.6734","74.327174",2019-09-30T05:20:07
"9694","198770.5026","154729.0798","74.553138",2019-09-30T05:20:08
"9695","198739.3986","154739.3845","74.764093",2019-09-30T05:20:09
"9696","198707.7615","154749.384","75.016096",2019-09-30T05:20:10
"9697","198675.6263","154759.1728","75.251117",2019-09-30T05:20:11
"9698","198643.2094","154769.017","75.481211",2019-09-30T05:20:12
"9699","198610.7482","154778.925","75.636745",2019-09-30T05:20:13
"9700","198578.2886","154788.8517","75.759815",2019-09-30T05:20:14
"9701","198545.8242","154798.7242","75.825934",2019-09-30T05:20:15
"9702","198513.3579","154808.6077","75.858224",2019-09-30T05:20:16
"9703","198480.92","154818.5223","75.857629",2019-09-30T05:20:17
"9704","198448.4922","154828.3962","75.809572",2019-09-30T05:20:18
"9705","198415.9814","154838.2367","75.721477",2019-09-30T05:20:19
"9706","198383.4131","154848.0474","75.553789",2019-09-30T05:20:20
"9707","198350.8187","154857.8748","75.335592",2019-09-30T05:20:21
"9708","198318.2666","154867.7367","75.056378",2019-09-30T05:20:22
"9709","198285.5194","154877.4507","74.71279",2019-09-30T05:20:23
"9710","198252.8135","154887.1523","74.426217",2019-09-30T05:20:24
"9711","198220.2244","154896.9811","74.102061",2019-09-30T05:20:25
"9712","198187.7744","154906.8215","73.645692",2019-09-30T05:20:26
"9713","198155.4396","154916.6726","73.071225",2019-09-30T05:20:27
"9714","198123.1979","154926.7208","72.326515",2019-09-30T05:20:28
"9715","198090.8906","154936.6354","71.528035",2019-09-30T05:20:29
"9716","198058.5193","154946.4579","70.693568",2019-09-30T05:20:30
"9717","198026.0159","154955.8754","69.813366",2019-09-30T05:20:31
"9718","197993.3508","154964.9119","68.895815",2019-09-30T05:20:32
"9719","197960.6373","154973.6947","67.967717",2019-09-30T05:20:33
"9720","197928.0012","154982.6786","67.053962",2019-09-30T05:20:34
"9721","197895.4775","154991.9991","66.17252",2019-09-30T05:20:35
"9722","197863.0307","155001.5178","65.296731",2019-09-30T05:20:36
"9723","197830.6951","155011.2387","64.438583",2019-09-30T05:20:37
"9724","197798.4662","155021.0272","63.520985",2019-09-30T05:20:38
"9725","197766.2919","155030.8591","62.638579",2019-09-30T05:20:39
"9726","197734.0945","155040.6249","61.860461",2019-09-30T05:20:40
"9727","197701.8581","155050.3245","61.140825",2019-09-30T05:20:41
"9728","197669.6092","155060.0559","60.47957",2019-09-30T05:20:42
"9729","197637.3501","155069.7813","59.839597",2019-09-30T05:20:43
"9730","197605.1056","155079.4688","59.330498",2019-09-30T05:20:44
"9731","197572.8713","155089.1291","58.876196",2019-09-30T05:20:45
"9732","197540.6682","155098.752","58.499189",2019-09-30T05:20:46
"9733","197508.5028","155108.3567","58.214127",2019-09-30T05:20:47
"9734","197476.3436","155117.9958","58.060722",2019-09-30T05:20:48
"9735","197444.2048","155127.5219","57.94083",2019-09-30T05:20:49
"9736","197411.9962","155136.8329","57.899297",2019-09-30T05:20:50
"9737","197379.7034","155145.9228","57.87247",2019-09-30T05:20:51
"9738","197347.3161","155154.8653","57.9218",2019-09-30T05:20:52
"9739","197314.8269","155163.5219","57.93699",2019-09-30T05:20:53
"9740","197282.2349","155171.8145","57.913167",2019-09-30T05:20:54
"9741","197249.521","155179.6228","57.913302",2019-09-30T05:20:55
"9742","197216.706","155186.9633","57.887202",2019-09-30T05:20:56
"9743","197183.7486","155193.8376","57.91269",2019-09-30T05:20:57
"9744","197150.7424","155200.3389","58.023733",2019-09-30T05:20:58
"9745","197117.6705","155206.5251","58.036342",2019-09-30T05:20:59
"9746","197084.4546","155212.4386","57.96416",2019-09-30T05:21:00
"9747","197051.0978","155217.894","57.884262",2019-09-30T05:21:01
"9748","197017.5802","155222.8665","57.972261",2019-09-30T05:21:02
"9749","196984.0649","155227.2638","57.927206",2019-09-30T05:21:03
"9750","196950.5021","155231.1534","57.918961",2019-09-30T05:21:04
"9751","196916.8322","155234.6085","57.952901",2019-09-30T05:21:05
"9752","196883.1695","155237.5748","57.983328",2019-09-30T05:21:06
"9753","196849.551","155240.0273","58.020428",2019-09-30T05:21:07
"9754","196815.9055","155242.0783","58.081157",2019-09-30T05:21:08
"9755","196782.2928","155243.7744","58.09235",2019-09-30T05:21:09
"9756","196748.6474","155245.0882","58.1427",2019-09-30T05:21:10
"9757","196714.9616","155246.0093","58.171627",2019-09-30T05:21:11
"9758","196681.2212","155246.6624","58.196131",2019-09-30T05:21:12
"9759","196647.4039","155247.1459","58.186511",2019-09-30T05:21:13
"9760","196613.5676","155247.4018","58.194544",2019-09-30T05:21:14
"9761","196579.787","155247.3833","58.127334",2019-09-30T05:21:15
"9762","196546.0037","155247.4366","58.064101",2019-09-30T05:21:16
"9763","196512.2425","155247.6268","57.981597",2019-09-30T05:21:17
"9764","196478.5616","155247.9116","58.011701",2019-09-30T05:21:18
"9765","196444.9211","155248.333","57.933497",2019-09-30T05:21:19
"9766","196411.2277","155248.8619","57.875159",2019-09-30T05:21:20
"9767","196377.5381","155249.1597","57.847142",2019-09-30T05:21:21
"9768","196343.8184","155249.1094","57.768138",2019-09-30T05:21:22
"9769","196310.0961","155248.855","57.762582",2019-09-30T05:21:23
"9770","196276.3771","155248.6731","57.857781",2019-09-30T05:21:24
"9771","196242.7431","155248.5356","57.8952",2019-09-30T05:21:25
"9772","196209.1613","155248.365","58.010578",2019-09-30T05:21:26
"9773","196175.547","155248.3297","58.126543",2019-09-30T05:21:27
"9774","196141.8801","155248.393","58.203209",2019-09-30T05:21:28
"9775","196108.104","155248.4321","58.189303",2019-09-30T05:21:29
"9776","196074.3936","155248.7471","58.230219",2019-09-30T05:21:30
"9777","196040.7167","155249.2357","58.225185",2019-09-30T05:21:31
"9778","196006.9877","155249.7835","58.189172",2019-09-30T05:21:32
"9779","195973.2859","155250.4438","58.105688",2019-09-30T05:21:33
"9780","195939.5742","155251.4262","57.887356",2019-09-30T05:21:34
"9781","195905.837","155252.7415","57.645924",2019-09-30T05:21:35
"9782","195872.042","155254.2634","57.346025",2019-09-30T05:21:36
"9783","195838.1415","155255.9493","57.001242",2019-09-30T05:21:37
"9784","195804.2568","155257.4498","56.622136",2019-09-30T05:21:38
"9785","195770.3914","155258.7172","56.265191",2019-09-30T05:21:39
"9786","195736.559","155260.1882","55.853628",2019-09-30T05:21:40
"9787","195702.7254","155261.9101","55.349345",2019-09-30T05:21:41
"9788","195668.8736","155263.4571","54.840597",2019-09-30T05:21:42
"9789","195635.0325","155265.0785","54.268914",2019-09-30T05:21:43
"9790","195601.3051","155267.6131","53.589115",2019-09-30T05:21:44
"9791","195567.6324","155270.8789","52.916999",2019-09-30T05:21:45
"9792","195534.0848","155274.6448","52.392173",2019-09-30T05:21:46
"9793","195500.6181","155278.7113","51.969125",2019-09-30T05:21:47
"9794","195467.1993","155283.0427","51.622194",2019-09-30T05:21:48
"9795","195433.8394","155287.473","51.441117",2019-09-30T05:21:49
"9796","195400.5213","155292.0809","51.32307",2019-09-30T05:21:50
"9797","195367.3129","155296.8995","51.358615",2019-09-30T05:21:51
"9798","195334.1366","155301.9864","51.283948",2019-09-30T05:21:52
"9799","195301.0283","155307.25","51.20823",2019-09-30T05:21:53
"9800","195267.9958","155312.6714","51.2586",2019-09-30T05:21:54
"9801","195235.0491","155318.3371","51.294384",2019-09-30T05:21:55
"9802","195202.1534","155324.3286","51.265465",2019-09-30T05:21:56
"9803","195169.2777","155330.6638","51.281783",2019-09-30T05:21:57
"9804","195136.3992","155337.1924","51.228123",2019-09-30T05:21:58
"9805","195103.4962","155343.9494","51.291368",2019-09-30T05:21:59
"9806","195070.6184","155350.838","51.468051",2019-09-30T05:22:00
"9807","195037.7018","155357.8607","51.520811",2019-09-30T05:22:01
"9808","195004.7777","155365.07","51.494561",2019-09-30T05:22:02
"9809","194971.9095","155372.5445","51.45466",2019-09-30T05:22:03
"9810","194939.0529","155380.3698","51.460975",2019-09-30T05:22:04
"9811","194906.2696","155388.4787","51.454324",2019-09-30T05:22:05
"9812","194873.4907","155396.71","51.469479",2019-09-30T05:22:06
"9813","194840.7495","155405.0747","51.460466",2019-09-30T05:22:07
"9814","194808.1072","155413.6459","51.488078",2019-09-30T05:22:08
"9815","194775.5665","155422.4519","51.435523",2019-09-30T05:22:09
"9816","194743.0589","155431.4988","51.439514",2019-09-30T05:22:10
"9817","194710.6188","155440.7713","51.462909",2019-09-30T05:22:11
"9818","194678.4407","155450.2273","51.515199",2019-09-30T05:22:12
"9819","194646.8996","155459.8463","51.521128",2019-09-30T05:22:13
"9820","194616.0211","155469.9736","51.494819",2019-09-30T05:22:14
"9821","194585.7848","155480.541","51.480051",2019-09-30T05:22:15
"9822","194555.8469","155490.9741","51.486998",2019-09-30T05:22:16
"9823","194525.4903","155500.9477","51.52938",2019-09-30T05:22:17
"9824","194494.6515","155510.8072","51.564861",2019-09-30T05:22:18
"9825","194463.4727","155520.8849","51.605217",2019-09-30T05:22:19
"9826","194431.9573","155531.1442","51.64442",2019-09-30T05:22:20
"9827","194400.1042","155541.6333","51.602041",2019-09-30T05:22:21
"9828","194368.0074","155552.2707","51.556479",2019-09-30T05:22:22
"9829","194335.8288","155562.8959","51.492218",2019-09-30T05:22:23
"9830","194303.7081","155573.5521","51.464589",2019-09-30T05:22:24
"9831","194271.6611","155584.3173","51.352023",2019-09-30T05:22:25
"9832","194239.6839","155595.3277","51.247",2019-09-30T05:22:26
"9833","194207.7035","155606.3562","51.245165",2019-09-30T05:22:27
"9834","194175.6681","155617.2739","51.181788",2019-09-30T05:22:28
"9835","194143.6497","155628.1434","51.026856",2019-09-30T05:22:29
"9836","194111.6905","155639.0402","50.971081",2019-09-30T05:22:30
"9837","194079.7619","155649.9671","50.8585",2019-09-30T05:22:31
"9838","194047.8332","155660.8176","50.828526",2019-09-30T05:22:32
"9839","194015.9946","155671.6909","50.815216",2019-09-30T05:22:33
"9840","193984.2368","155682.7033","50.813241",2019-09-30T05:22:34
"9841","193952.4229","155693.7414","50.813923",2019-09-30T05:22:35
"9842","193920.5109","155704.7405","50.806116",2019-09-30T05:22:36
"9843","193888.5626","155715.7533","50.794058",2019-09-30T05:22:37
"9844","193856.6565","155726.7648","50.770302",2019-09-30T05:22:38
"9845","193824.8177","155737.7926","50.751643",2019-09-30T05:22:39
"9846","193792.9068","155748.8074","50.636155",2019-09-30T05:22:40
"9847","193761.0129","155759.8652","50.6627",2019-09-30T05:22:41
"9848","193729.0248","155770.8314","50.710699",2019-09-30T05:22:42
"9849","193696.9792","155781.6367","50.7867",2019-09-30T05:22:43
"9850","193664.9893","155792.2956","50.835798",2019-09-30T05:22:44
"9851","193632.8679","155802.7429","50.851574",2019-09-30T05:22:45
"9852","193600.7027","155812.7502","50.676961",2019-09-30T05:22:46
"9853","193568.4179","155822.3802","50.804008",2019-09-30T05:22:47
"9854","193536.0617","155831.5768","50.89533",2019-09-30T05:22:48
"9855","193503.5865","155840.2486","51.058905",2019-09-30T05:22:49
"9856","193470.9276","155848.4345","51.293536",2019-09-30T05:22:50
"9857","193438.1739","155856.1334","51.47512",2019-09-30T05:22:51
